Datum aanvraag,Consent nummer,Aantal,Goederen omschrijving,land van herkomst,land van bestemming (**),Ad-hoc J/N (***),VP/AN (****),Vervoermiddel,Plaats van uitgang
06/17/2005,25733398,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/17/2005,25733401,10000,Rookgranaten kal. 37mm & kal. 40mm,VS,Israël,N,,Vliegtuig,Schiphol
06/20/2005,25732324,202,Ontstekers,VS,België,N,,Vliegtuig,Schiphol
06/20/2005,25733339,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25733495,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25732286,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25732359,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25732367,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25732340,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25732243,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25732235,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25733347,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25733487,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25733355,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25733371,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25729544,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25729552,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25730046,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25730054,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25729528,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25729536,2,Kogelgeweren,Tanzania, VS,N,,Vliegtuig,Schiphol
06/20/2005,25735420,3,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/20/2005,25735439,3,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/20/2005,25735447,4,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25735323,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25732251,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/20/2005,25732278,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/20/2005,25737997,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/20/2005,25738063,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25718283,2,Kogelgeweren,Spanje,Tanzania,N,,Vliegtuig,Schiphol
06/21/2005,25729501,2,Kogelgeweren,Tanzania,Spanje,N,,Vliegtuig,Schiphol
06/21/2005,25718275,2,Kogelgeweren,Spanje,Tanzania,N,,Vliegtuig,Schiphol
06/21/2005,25729498,2,Kogelgeweren,Tanzania,Spanje,N,,Vliegtuig,Schiphol
06/21/2005,25729471,2,Kogelgeweren,Spanje,Tanzania,N,,Vliegtuig,Schiphol
06/21/2005,25729471,2,Kogelgeweren,Tanzania,Spanje,N,,Vliegtuig,Schiphol
06/21/2005,25725735,2,Kogelgeweren,Canada,Tanzania,N,,Vliegtuig,Schiphol
06/21/2005,25725727,2,Kogelgeweren,Tanzania,Canada,N,,Vliegtuig,Schiphol
06/21/2005,25738039,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/21/2005,25738160,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/21/2005,25739760,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25739825,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25738241,1,Kogelgeweer,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25738365,1,Kogelgeweer,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25738268,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25738373,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25741927,1,Kogelgeweer,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25742044,1,Kogelgeweer,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25739876,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25739787,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/21/2005,25739809,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/21/2005,25739892,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/22/2005,25738047,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25738055,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25737628,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25737601,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25737571,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25737598,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25738381,4,Kogelgeweren,Noorwegen,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/22/2005,25738276,4,Kogelgeweren,Zuid-Afrika,Noorwegen,N,,Vliegtuig,Schiphol
06/22/2005,25737520,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25737512,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25747100,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25747097,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25739736,442,Granaten,VK,Italië,N,,Truck,Rotterdam
06/22/2005,25739728,442,Granaten,VK,Italië,N,,Truck,Rotterdam
06/22/2005,25739752,442,Granaten,VK,Italië,N,,Truck,Rotterdam
06/22/2005,25739744,442,Granaten,VK,Italië,N,,Truck,Rotterdam
06/22/2005,25738284,76,Ontstekers voor geleideraketten,VS,Israël,N,,Vliegtuig,Schiphol
06/22/2005,25737563,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25737555,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25737547,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25737539,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25729404,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25729412,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25740408,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25740416,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25747178,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25747119,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/22/2005,25740505,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/22/2005,25740513,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25746856,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25746848,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25729420,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25729439,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25693744,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25693590,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25693728,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25693604,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25693752,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25693582,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25693612,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25693736,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/23/2005,25748190,1,Kogelgeweer,VS,Namibië,N,,Vliegtuig,Schiphol
06/23/2005,25749359,1,Kogelgeweer,Namibië,VS,N,,Vliegtuig,Schiphol
06/23/2005,25746821,6,Pistolen,Duitsland,Ecuador,N,,Vliegtuig,Schiphol
06/23/2005,25746937,6,Pistolen,Ecuador,Duitsland,N,,Vliegtuig,Schiphol
06/23/2005,25700236,1,Kogelgeweer,Spanje,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25700287,1,Kogelgeweer,Tanzania,Spanje,N,,Vliegtuig,Schiphol
06/23/2005,25749340,2,Kogelgeweren,Frankrijk,Tanzania,N,,Vliegtuig,Schiphol
06/23/2005,25746813,2,Kogelgeweren,Tanzania,Frankrijk,N,,Vliegtuig,Schiphol
06/24/2005,25748204,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/24/2005,25746929,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/24/2005,25748085,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/24/2005,25749367,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/24/2005,25748107,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/24/2005,25749383,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/24/2005,25746791,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/24/2005,25746805,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/24/2005,25746775,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/24/2005,25753828,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/24/2005,25754980,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/24/2005,25754999,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25752139,"1,301",Elektrische ontstekers,VS,België,N,,Vliegtuig,Schiphol
06/27/2005,25746902,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/27/2005,2576767,1,Kogelgeweer,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/27/2005,25746910,1,Kogelgeweer,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/17/2005,25746899,240,Patronen,Israël,VS,N,,Vliegtuig,Schiphol
06/27/2005,25746880,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/27/2005,25746872,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25752473,53,Machinegeweren,VK,Duitsland,N,,Auto/schip,Rotterdam
06/27/2005,25757084,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/27/2005,25757130,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25757068,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/27/2005,25757076,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25740221,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25740203,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/27/2005,25756894,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/27/2005,25756886,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/27/2005,25756991,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/27/2005,25756983,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/27/2005,25757009,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/27/2005,25757017,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/27/2005,25757106,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/27/2005,25757092,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/28/2005,25757165,2,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/28/2005,25757157,2,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/28/2005,25757181,3,Kogelgeweren,VS,Tanzania,N,,Vliegtuig,Schiphol
06/28/2005,25757173,3,Kogelgeweren,Tanzania,VS,N,,Vliegtuig,Schiphol
06/28/2005,25757203,"47,489",Fakkels (Aerial flares),VS,Israël,N,,Vliegtuig,Schiphol
06/28/2005,25748093,1,Kogelgeweer,VS,Tanzania,N,,Vliegtuig,Schiphol
06/28/2005,25749375,1,Kogelgeweer,Tanzania,VS,N,,Vliegtuig,Schiphol
06/28/2005,25757246,1,Kogelgeweer,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
06/28/2005,25757254,1,Kogelgeweer,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
06/28/2005,25757262,2,Kogelgeweren,VS,Zimbabwe,N,,Vliegtuig,Schiphol
06/28/2005,25757270,2,Kogelgeweren,Zimbabwe,VS,N,,Vliegtuig,Schiphol
06/28/2005,25759532,1,Drieling geweer,VS,Duitsland,N,,Vliegtuig,Schiphol
06/28/2005,25759648,1,Drieling geweer,Duitsland,VS,N,,Vliegtuig,Schiphol
06/28/2005,25757114,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25756924,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25756908,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25759702,1,Kogelgeweer,Italië,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25751744,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25725646,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25730062,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/28/2005,25753860,2,Kogelgeweren,Mexico,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25763416,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25764404,120,Oefengranaten,VS,Israël,N,,Vliegtuig,Schiphol
06/29/2005,25764528,"5,400",Ontstekers,VS,Israël,N,,Vliegtuig,Schiphol
06/29/2005,25763343,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25753798,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25757289,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25759893,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25764390,"2,350",Munitie & patronen,Duitsland,VK,N,,Vrachtauto/feeder,Rotterdam
06/29/2005,25763424,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25725662,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25763327,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25753887,2,Kogelgeweren,Mexico,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25764420,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
09/29/2005,25764544,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25764501,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/29/2005,25738098,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25759796,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25757211,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25725670,"7,150",Patronen kal. 37mm,VS,Israël,N,,Vliegtuig,Schiphol
06/30/2005,25763068,"2,500,000",Slaghoedjes,VS,Israël,N,,Vliegtuig,Schiphol
06/30/2005,25763432,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25770536,1,Kogelgeweer,VK,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25770528,1,Kogelgeweer,VK,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25772121,1,Kogelgeweren,VK,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25769309,1,Kogelgeweer,Canada,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25748115,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25748123,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25770994,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
06/30/2005,25759699,3,Kogelgeweren,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/01/2005,25759745,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/01/2005,25774027,3,Kogelgeweren,VS,Zambia v.v.,N,,Vliegtuig,Schiphol
07/01/2005,25774035,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/01/2005,25774159,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/01/2005,25775619,2,Motoren voor geleideraket,VS,Israël,N,,Vliegtuig,Schiphol
07/04/2005,25759656,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/04/2005,25778111,"1,178",876 Patroonhulzen + 302 cartons rookzwak buskruit,Duitsland,VK,N,,Vrachtauto/feeder,Rotterdam
07/04/2005,25775821,1,Kogelgeweer,Kazachstan,Duitsland,N,,Vliegtuig,Schiphol
07/04/2005,25774019,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/04/2005,25773985,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/04/2005,25774396,"1,110,000",Patronen,Brazilië,Spanje,N,,Schip,Rotterdam
07/04/2005,25771095,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/04/2005,25775740,1,Kogelgeweer,Italië,Tanzania,N,,Vliegtuig,Schiphol
07/05/2005,25775848,2,Kogelgeweren,VS,Zuid-Afrika,N,,Vliegtuig,Schiphol
07/05/2005,25759753,1,Pistool,Noorwegen,VS,N,,Vliegtuig,Schiphol
07/05/2005,25775864,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/05/2005,25778030,2,Kogelgeweren,VS,Zimbabwe v.v.,N,,Vliegtuig,Schiphol
07/05/2005,25775864,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/05/2005,25784901,"42,900",Magazijnen,Duitsland,VS,N,,Schip,Rotterdam
07/06/2005,25784936,163,Kogelgeweren: semi auto en repeteer,Portugal,Duitsland,N,,Schip,Rotterdam
07/06/2005,25777956,2,Kogelgeweren,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/06/2005,25784944,99,Kogelgeweren,Duitsland,VK,N,,Schip,Rotterdam
07/06/2005,25784952,"301,880",Kogelpatronen,VK,Duitsland,N,,Schip,Rotterdam
07/06/2005,25781767,30,"Machinegeweren kal. 7,62 + delen / toebehoren",België,Australië,N,,Schip,Rotterdam
07/06/2005,25787072,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/06/2005,25791495,1,Kogelgeweer,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/06/2005,25786963,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/07/2005,25784928,"138,000","Slaghoedjes, overdrachtsladingen zonder ontsteking",Zwitserland,VK,N,,Auto/schip,Rotterdam
07/07/2005,25787056,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/07/2005,25778057,2,Kogelgeweren,Zuid-Afrika,Rusland,N,,Vliegtuig,Schiphol
07/07/2005,25777964,2,Kogelgeweren,Rusland,VS,N,,Vliegtuig,Schiphol
07/07/2005,25786947,"2,350",Patroonhulzen,Duitsland,VK,N,,Auto/schip,Rotterdam
07/07/2005,25795423,1,Kogelgeweer,VS,Noorwegen,N,,Vliegtuig,Schiphol
07/07/2005,25795121,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/07/2005,25795385,154,80 Patroonhulzen + 74 cartons rookzwak buskruit,Duitsland,VK,N,,Vrachtauto/feeder,Rotterdam
07/07/2005,25795512,594,284 Patroonhulzen + 310 cartons rookzwak buskruit,Duitsland,VK,N,,Vrachtauto/feeder,Rotterdam
07/07/2005,25795172,4,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/07/2005,25795199,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/07/2005,25795296,5,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/08/2005,25795237,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/08/2005,25791207,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/08/2005,25795261,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/08/2005,25791312,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25771788,49,Ontstekers,VS,Israël,N,,Vliegtuig,Schiphol
07/11/2005,25799828,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25799739,1,Pistool,Denemarken,Ecuador v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25799542,1,Pistool,Denemarken,Ecuador v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25799852,2,Pistolen,Denemarken,Ecuador v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25799747,1,Pistool,Denemarken,Ecuador v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25805232,2,Kogelgeweren,Zuid-Afrika,VS,N,,Vliegtuig,Schiphol
07/11/2005,25805151,1,Kogelgeweer,Frankrijk,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25805003,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25805267,1,Pistool,Noorwegen,Ecuador v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25805259,3,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/11/2005,25805224,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/12/2005,25799488,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/12/2005,25776488,2,Kanonlopen kal. 120mm,Duitsland,VK,N,,Schip,Rotterdam
07/12/2005,25810260,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/12/2005,25810287,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25810309,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25801253,"7,066",kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/13/2005,25801261,"2,042",kg. Explosieven,Noorwegen,VS,N,,Schip,Rotterdam
07/13/2005,25801296,685,kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/13/2005,25801318,"7,066",kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/13/2005,25801326,205,kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/13/2005,25802578,205,kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/13/2005,25799534,2,Kogelgeweren,VS,Zuid-Afrika v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25799615,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25799593,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25799704,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25804678,2,Kogelgeweren,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25810414,1,Kogelgeweer,VS,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/13/2005,25813006,"11,602",kg. Explosieven,Noorwegen,VS,N,,Schip,Rotterdam
07/14/2005,25819624,900,Traangasgranaten,VS,Israël,N,,Vliegtuig,Schiphol
07/14/2005,25813146,"6,300",kg. Explosieven,Noorwegen,Canada,N,,Schip,Rotterdam
07/14/2005,25813138,5,kg. Explosieven,Noorwegen,VS,N,,Schip,Rotterdam
07/14/2005,25809580,110,kg. Explosieven,Noorwegen,Canada,N,,Schip,Rotterdam
07/14/2005,25813111,360,kg. Explosieven,Noorwegen,VS,N,,Schip,Rotterdam
07/14/2005,25824466,"6,030",kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/14/2005,25824350,"5,444",kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/14/2005,25824458,"2,072",kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/14/2005,25824342,9,kg. Explosieven,Zweden,VS,N,,Schip,Rotterdam
07/14/2005,25823109,3,Pistolen,VS,Georgië,N,,Vliegtuig,Schiphol
07/14/2005,25818954,4,Kogelgeweren,Frankrijk,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/15/2005,25828178,78,"Machinegeweren kal. 7,62",Hongarije,VS,N,,Schip,Rotterdam
07/15/2005,25824563,"350,000",Patronen,China ,Duitsland,N,,Schip,Rotterdam
07/15/2005,25824547,"1,992,000",Patronen,China ,Duitsland,N,,Schip,Rotterdam
07/15/2005,25824555,"1,000,000",Patronen,China ,Duitsland,N,,Schip,Rotterdam
07/15/2005,25829132,2,Kogelgeweren,Spanje,Tanzania v.v.,N,,Schip,Schiphol
07/15/2005,25824628,2,Kogelgeweren,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/15/2005,25824660,2,Kogelgeweren,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
07/15/2005,25818989,2,Kogelgeweren,Spanje,Tanzania v.v.,N,,Vliegtuig,Schiphol
