Datum afgifte,nummer,SG-Post,Omschrijving goederen,Opgegeven eindgebruik,D/T,Land van eindbestemming,Land van herkomst,Waarde(€),Datum verval
12/13/2013,29334676,1C350-40,Kaliumcyanide,Reageermiddel voor laboratorium gebruik,D,Oeganda                                 ,Zuid,"1,671",12/31/2014
12/13/2013,29337624,6A003b4,Camera's,Surveillance en beveiligingsdoeleinden,D,Rusland                                 ,Onbekend                                ,"265,000",12/31/2014
12/13/2013,29342334,9A101     ,Turbinestraal- en turbofanmotoren,Onderzoek,D,China                                   ,Onbekend                                ,"23,050",12/31/2014
12/13/2013,29342458,9A101     ,Turbinestraal- en turbofanmotoren,Onderzoek,D,China                                   ,Onbekend                                ,"45,825",12/31/2014
12/13/2013,29342555,6A003b4,Camera's,Demonstratie,T,Indonesië                               ,Onbekend                                ,"14,000",12/31/2014
12/16/2013,29296561,2B006b1,Meetapparatuur,Onderzoek en ontwikkeling,D,India                                   ,Frankrijk                               ,"4,485",12/31/2014
12/16/2013,29336172,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik,D,Indonesië                               ,Nederland                               ,"41,600",12/31/2014
12/16/2013,29338191,6A003b4,Camera's,Onderzoek,D,Taiwan                                  ,Duitsland                               ,"36,963",12/31/2014
12/16/2013,29338248,1A007     ,Ontstekingsmechanismen ,Tbv de olie- en gasindustrie,T,Duitsland                               ,Verenigde Staten van Amerika            ,"31,444",12/31/2014
12/16/2013,29338256,1A007     ,Ontstekingsmechanismen ,Tbv de olie- en gasindustrie,T,Continentaal plat,Verenigde Staten van Amerika            ,"31,444",12/31/2014
12/16/2013,29338345,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Verenigd Koninkrijk                     ,Verenigde Staten van Amerika            ,"408,600",12/31/2014
12/16/2013,29338353,1A007     ,Ontstekingsmechanismen ,Tbv de olie- en gasindustrie,T,Duitsland                               ,Verenigde Staten van Amerika            ,"31,444",12/31/2014
12/16/2013,29338469,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Italië                                  ,Verenigde Staten van Amerika            ,"408,600",12/31/2014
12/16/2013,29338477,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Polen                                   ,Verenigde Staten van Amerika            ,"68,713",12/31/2014
12/16/2013,29339635,1C101     ,Anti-reflectieverf,Beperken van de zichtbaarheid                                                   ,D,Servië                                  ,Nederland                               ,"5,005",12/31/2014
12/16/2013,29342857,2B350g,Kleppen,Bierbrouwen                                                          ,D,Venezuela                               ,India                                   ,"4,589",12/31/2014
12/17/2013,29321906,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"650,000",12/31/2014
12/17/2013,29339600,6A003b3   ,Camera's,Surveillance en beveiligingsdoeleinden,T,China                                   ,Onbekend                                ,"7,062",12/31/2014
12/17/2013,29339783,0D001     ,Programmatuur,Aansturing van een verrijkingsinstallatie,D,Diverse landen,Onbekend                                ,"250,000",12/31/2014
12/17/2013,29343195,0B001b,(delen van) Ultra gascentrifuges,Uraniumverrijking                                                             ,D,Verenigde Staten van Amerika,Nederland                               ,"191,287",12/31/2014
12/17/2013,29344000,2B001b    ,CNC freesmachine,Civiele vliegtuigindustrie,D,Rusland via Estland                                 ,Duitsland                               ,"638,000",12/31/2014
12/18/2013,29322287,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"1,000,000",05/31/2016
12/18/2013,29339716,0E001,Technologie tbv uraniumverrijking mbv ultra gascentrifuge,Vervaardiging van een verrijkingsinstallatie,D,Diverse landen,Nederland                               ,"250,000",12/31/2014
12/18/2013,29348545,6A003b4,Camera's,Onderzoek,D,Taiwan                                  ,Onbekend                                ,"36,963",12/31/2014
12/19/2013,29331537,1C350-42,Ammoniumbifluoride,Tbv de olie-industrie,D,Libië,Onbekend                                ,"33,267",12/31/2014
12/20/2013,29334536,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Diverse landen,Verenigde Staten van Amerika            ,"412,000",12/31/2014
12/20/2013,29339481,2B001b    ,CNC freesmachine,Civiele vliegtuigindustrie,D,Rusland via Estland                                 ,Duitsland                               ,"800,000",12/31/2014
12/20/2013,29340536,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"400,000",01/31/2017
12/20/2013,29341508,1C350-46,Triethanolamine,Vervaardiging van verf,D,Thailand                                ,Nederland                               ,"62,080",12/31/2014
12/24/2013,29340544,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"400,000",01/31/2017
12/24/2013,29340641,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"500,000",01/31/2017
12/24/2013,NL0074CDIU0010413,2B001b    ,Verticaal bewerkingscentrum,Metaalbewerking,D,Rusland                                 ,Japan                                   ,"115,000",12/31/2014
12/30/2013,29334951,5A002a,Apparatuur voor informatiebeveiliging ,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"10,000,000",12/31/2014
12/30/2013,29340668,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,T,Israël                                  ,Onbekend                                ,"3,006",12/31/2014
12/31/2013,29341559,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging,D,Diverse landen,Onbekend                                ,"3,085,000",12/31/2016
06-01-2014,NL0074CDIU0000011,1C101,Anti-reflectieverf,Tbv militair gebruik,D,Zwitserland                             ,Nederland                               ,357,31-01-2015
06-01-2014,NL0074CDIU0000014,2B350g,Kleppen,Tbv de olie- en gasindustrie,D,Belize,Zwitserland,"11,085",31-01-2015
06-01-2014,NL0074CDIU0000015,2B350g,Kleppen,Vervaardiging elektroden,D,Rusland                                 ,Nederland                               ,587,31-01-2015
06-01-2014,NL0074CDIU0000099,2B352b    ,Fermentoren,Vervaardiging van farmaceutische producten,D,China                                   ,Nederland                               ,"74,000",31-01-2015
06-01-2014,NL0074CDIU0000150,0B001b,(delen van) Ultra gascentrifuges,Uraniumverrijking,D,Verenigde Staten van Amerika,Nederland                               ,"104,917,137",31-12-2014
07-01-2014,29316007,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik (landmacht),D,Israël                                  ,Nederland                               ,"447,360",31-01-2015
09-01-2014,NL0074CDIU0000125,3B001f    ,Lithografische apparatuur,Vervaardiging van halfgeleiderelementen of -materialen,D,China                                   ,Nederland                               ,"1,308,495",31-01-2015
10-01-2014,29338337,,Diverse goederen,Diversen (zie toelichting),D,Diverse landen,Diverse landen                          ,"5,000,000,000",31-01-2017
13-01-2014,29333017,2B352b    ,Fermentoren,Vervaardiging van farmaceutische producten,D,Israël                                  ,Onbekend                                ,"45,000",31-12-2014
13-01-2014,NL0074CDIU0000109,2E002,Technologie,Vervaardiging van afsluiters,D,India                                   ,Nederland                               ,"3,600",31-01-2015
13-01-2014,NL0074CDIU0000238,0E001,Technologie,Vervaardiging splijtstofelementen,D,China                                   ,Onbekend                                ,"2,700,000",01-05-2016
13-01-2014,NL0074CDIU0000329,2B350d,Warmtewisselaars,Tbv de chemische industrie,D,Israël                                  ,Verenigd Koninkrijk,"1,552",31-01-2015
15-01-2014,29342466,2B352b    ,Fermentoren,Vervaardiging van vaccins                                                               ,D,Rusland                                 ,Verenigde Staten van Amerika            ,"151,851",31-01-2015
15-01-2014,NL0074CDIU0000081,1C101,Anti-reflectieverf,Tbv militair gebruik,D,Verenigde Staten van Amerika,Nederland                               ,563,31-01-2015
15-01-2014,NL0074CDIU0000385,0B001b,(delen van) Ultra gascentrifuges,Uraniumverrijking,D,Duitsland                               ,Nederland                               ,"183,216",31-01-2015
16-01-2014,29300836,0D001     ,Programmatuur,Aansturing van een kerncentrale,D,Verenigde Staten van Amerika,Nederland                               ,"79,012",31-01-2015
17-01-2014,29329400,6A002a2a,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik (landmacht),D,Israël                                  ,Nederland                               ,"11,650",31-01-2015
17-01-2014,29330751,0D001     ,Programmatuur,Aansturing van een kerncentrale,D,Verenigde Staten van Amerika,Nederland                               ,"410,000",31-01-2015
20-01-2014,NL0074CDIU0000110,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Libië,Onbekend                                ,"20,141",31-01-2015
20-01-2014,NL0074CDIU0000243,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Jordanië                                ,Onbekend                                ,"45,000",31-01-2015
20-01-2014,NL0074CDIU0000258,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Irak                                    ,Onbekend                                ,"50,000",31-01-2015
20-01-2014,NL0074CDIU0000441,5A002a1,Apparatuur voor informatiebeveiliging,Informatiebeveiliging,D,Libanon                                 ,Onbekend                                ,"6,875",31-01-2015
21-01-2014,NL0074CDIU0000129,3B001f    ,Lithografische apparatuur,Vervaardiging van halfgeleiderelementen of -materialen,D,Singapore                               ,Nederland                               ,"1,523,000",31-01-2015
